user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_009728895.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.51	0.89	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.51	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.86, 0.83; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.32, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.17, 0.84	98.49	11	N/A	N/A
GCA_010004265.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.74	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.74	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.06, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.74, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.23, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.18, 0.83	96.8	11	N/A	N/A
GCA_010934915.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.71	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.71	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.75, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.24, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.11, 0.84	96.8	11	N/A	N/A
GCA_011182555.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.7	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.7	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.11, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.85	96.8	11	N/A	N/A
GCA_011311395.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.77	0.94	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.77	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.12, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.79, 0.83; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.29, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.2, 0.84	96.8	11	N/A	N/A
GCA_011388235.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.8	0.96	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.8	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.17, 0.83; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.79, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.31, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.3, 0.83	96.8	11	N/A	N/A
GCA_012935235.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.1	0.89	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.1	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.1, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.83, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.17, 0.84	98.47	11	N/A	N/A
GCA_012935255.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.09	0.89	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.09	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.25, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.18, 0.84	98.47	11	N/A	N/A
GCA_012935275.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.34	0.93	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	99.34	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.04, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.78, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.34, 0.83; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.15, 0.85	98.37	11	N/A	N/A
GCA_012957145.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.54	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.29, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.16, 0.83	98.47	11	N/A	N/A
GCA_012957185.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.51	0.92	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.51	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.01, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.79, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.24, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.09, 0.85	98.47	11	N/A	N/A
GCA_012957725.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.57	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.57	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.05, 0.79; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.37, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.23, 0.84	97.64	11	N/A	N/A
GCA_012957765.2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.91	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.72	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.07, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.82, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.27, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.14, 0.85	97.64	11	N/A	N/A
GCA_013114875.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.75	0.9	GCF_000006945.2	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	98.75	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.11, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.84; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.26, 0.84; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.21, 0.83	97.64	11	N/A	N/A
GCA_013138105.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.33	0.95	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.33	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.77, 0.83; GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.71, 0.81; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.22, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.77, 0.84	96.82	11	N/A	N/A
GCA_013138125.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.39	0.92	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.39	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.04, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.89, 0.87; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.74, 0.89; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.01, 0.85	96.8	11	N/A	N/A
GCA_013138165.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	95.62	0.79	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.62, 0.79; GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.05, 0.8; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.83; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.44, 0.82; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.05, 0.83	93.69	11	N/A	N/A
GCA_013138205.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.33	0.95	GCF_900478215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella houtenae	99.33	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.83, 0.84; GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.71, 0.85; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.29, 0.86; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.76, 0.85	96.82	11	N/A	N/A
GCA_013138225.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.56, 0.84; GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 94.54, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 93.97, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 92.8, 0.85; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.76, 0.86	97.36	11	0.9946440545002554	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_013138245.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.38	0.93	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.38	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 94.99, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.84, 0.87; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.76, 0.89; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.06, 0.85	95.53	11	N/A	N/A
GCA_013138265.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.45	0.93	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	99.45	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.12, 0.81; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.9, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.81, 0.89; GCF_000252995.1, s__Salmonella bongori, 95.0, 90.19, 0.84	96.8	11	N/A	N/A
GCA_013138305.1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	GCF_008692785.1	95.0604	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	95.48	0.82	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_008692785.1, s__Salmonella diarizonae, 95.0604, 95.48, 0.82; GCF_000006945.2, s__Salmonella enterica, 95.0604, 95.03, 0.82; GCF_900478215.1, s__Salmonella houtenae, 95.0, 94.8, 0.86; GCF_008692845.1, s__Salmonella arizonae, 95.0, 93.35, 0.87; GCF_000252995.1, s__Salmonella bongori, 95.0, 89.95, 0.87	97.66	11	N/A	N/A
